episode, total_reward, respect, done
351, -343.24255026755196, 30.0, 1.0
94, -55.68997836503751, 0.0, 1.0
33, -52.06603458397205, 2.0, 1.0
125, -117.32045529601675, 3.0, 1.0
140, -116.96997767196827, 9.0, 1.0
43, -42.30538185806208, 3.0, 1.0
69, -60.23558831564783, 6.0, 1.0
314, -212.81717915611378, 4.0, 1.0
168, -206.82695808749037, 17.0, 1.0
318, -372.82533856005904, 41.0, 1.0
245, -256.22994486988546, 23.0, 1.0
20, -35.32075341500293, 5.0, 1.0
251, -339.23877484734015, 44.0, 1.0
88, -94.26354893205891, 11.0, 1.0
299, -470.22695196816534, 63.0, 1.0
260, -349.75292847231935, 29.0, 1.0
91, -92.39054435361548, 9.0, 1.0
106, -176.79222231407027, 13.0, 1.0
240, -176.0591714540501, 18.0, 1.0
1727, -1598.7072905201169, 82.0, 1.0
104, -97.61663159484478, 8.0, 1.0
1326, -1193.1296033287688, 72.0, 1.0
197, -368.7129091056768, 49.0, 1.0
170, -309.0356734536804, 34.0, 1.0
150, -159.92438417387262, 16.0, 1.0
98, -116.30311270673506, 15.0, 1.0
114, -99.9148470853428, 6.0, 1.0
1099, -1035.0033788733485, 65.0, 1.0
392, -523.9502351054022, 66.0, 1.0
144, -160.42617492385327, 13.0, 1.0
154, -372.8308784134565, 53.0, 1.0
221, -255.4860710227647, 15.0, 1.0
123, -263.33818485528394, 37.0, 1.0
390, -670.7602725707461, 77.0, 1.0
143, -82.74228882429945, 2.0, 1.0
724, -702.2943062346098, 49.0, 1.0
175, -286.2377124201089, 38.0, 1.0
121, -101.22292302203789, 10.0, 1.0
74, -130.16216936349372, 15.0, 1.0
114, -89.41744091323709, 4.0, 1.0
181, -362.5116635648967, 44.0, 1.0
127, -125.76650397889019, 5.0, 1.0
46, -63.65327733143864, 6.0, 1.0
43, -55.003413100723115, 6.0, 1.0
75, -70.77736861517954, 5.0, 1.0
70, -54.004767411369286, 5.0, 1.0
250, -299.00138936746623, 33.0, 1.0
345, -594.8243607961762, 79.0, 1.0
62, -55.16413125800032, 4.0, 1.0
76, -75.31813793355421, 9.0, 1.0
115, -120.29543764935828, 5.0, 1.0
132, -128.38645885100215, 12.0, 1.0
37, -26.507399186574535, 1.0, 1.0
138, -225.10781103988188, 31.0, 1.0
102, -73.90575736409028, 3.0, 1.0
61, -87.17927029034676, 6.0, 1.0
80, -101.71923934723044, 11.0, 1.0
627, -1177.2576563210491, 168.0, 1.0
56, -130.92102058900264, 19.0, 1.0
199, -158.10694861207062, 10.0, 1.0
218, -303.1813450167622, 37.0, 1.0
43, -40.4515879477269, 4.0, 1.0
70, -88.73966037777645, 10.0, 1.0
156, -234.52406184308975, 33.0, 1.0
122, -138.90588861956098, 13.0, 1.0
85, -126.52867398091335, 18.0, 1.0
181, -195.30669386584304, 25.0, 1.0
1339, -1129.3903988892284, 52.0, 1.0
446, -422.5802166755126, 24.0, 1.0
156, -220.30993445367835, 26.0, 1.0
55, -63.478209231148654, 8.0, 1.0
549, -496.54098370087206, 39.0, 1.0
180, -453.3003341265431, 66.0, 1.0
97, -169.22596859894003, 21.0, 1.0
25, -28.654501604316113, 2.0, 1.0
74, -94.54756756408476, 13.0, 1.0
52, -92.30443615843636, 11.0, 1.0
64, -108.93646413880711, 14.0, 1.0
127, -130.86702485106392, 13.0, 1.0
104, -166.55776334616613, 22.0, 1.0
94, -94.05132809028129, 8.0, 1.0
133, -287.04459829263163, 33.0, 1.0
227, -231.54730465974743, 22.0, 1.0
63, -69.12778636720238, 2.0, 1.0
131, -135.37480339568324, 14.0, 1.0
73, -115.23069564140255, 14.0, 1.0
211, -159.93076543010847, 4.0, 1.0
99, -52.56316616681008, 1.0, 1.0
93, -53.026479980889576, 0.0, 1.0
181, -234.66949656965002, 25.0, 1.0
40, -45.35602931708383, 4.0, 1.0
68, -101.90194445771043, 11.0, 1.0
183, -250.21047928518513, 32.0, 1.0
239, -411.21900083556443, 54.0, 1.0
40, -48.53478899940745, 6.0, 1.0
71, -77.00852330020093, 9.0, 1.0
133, -105.23672462114578, 7.0, 1.0
51, -27.340800302147894, 2.0, 1.0
779, -814.2653284522404, 68.0, 1.0
30, -20.384579442904432, 0.0, 1.0
113, -177.96446784241314, 19.0, 1.0
1628, -1403.6961729735424, 90.0, 1.0
25, -29.161541429430887, 4.0, 1.0
217, -318.20385171769215, 37.0, 1.0
121, -179.42757311767897, 19.0, 1.0
280, -575.7331025244875, 82.0, 1.0
50, -25.096178917509405, 1.0, 1.0
88, -143.80461398782825, 20.0, 1.0
39, -53.617301763388824, 7.0, 1.0
97, -148.02465693261163, 17.0, 1.0
159, -279.592757978448, 39.0, 1.0
418, -657.7382275383122, 93.0, 1.0
58, -51.54275798306504, 2.0, 1.0
90, -79.76886898644099, 5.0, 1.0
270, -218.72437137862286, 15.0, 1.0
167, -119.45309938691736, 1.0, 1.0
55, -73.07538742743137, 8.0, 1.0
36, -49.363350379511694, 5.0, 1.0
53, -80.43931499124494, 11.0, 1.0
129, -168.0072537992738, 18.0, 1.0
81, -115.69272584898235, 10.0, 1.0
73, -70.91906636187404, 5.0, 1.0
46, -59.98825320733814, 5.0, 1.0
43, -25.339960386108782, 0.0, 1.0
330, -682.381157636582, 98.0, 1.0
123, -194.3419519789653, 17.0, 1.0
87, -153.94164410135042, 20.0, 1.0
46, -57.930002549302166, 4.0, 1.0
26, -33.20729328458681, 3.0, 1.0
89, -139.56932652824725, 18.0, 1.0
113, -165.60589523951577, 21.0, 1.0
70, -82.89088650601713, 7.0, 1.0
44, -60.26955089790188, 1.0, 1.0
214, -328.8102613036179, 40.0, 1.0
74, -202.05337250630197, 30.0, 1.0
128, -158.7512237130665, 15.0, 1.0
31, -13.054289905709991, 0.0, 1.0
98, -68.68830883531423, 5.0, 1.0
31, -58.957518686193836, 9.0, 1.0
94, -146.53500889770743, 16.0, 1.0
105, -154.97111310926198, 6.0, 1.0
229, -322.5389144307013, 35.0, 1.0
57, -61.68187924052501, 8.0, 1.0
69, -79.49056445424564, 4.0, 1.0
55, -76.10106659800168, 9.0, 1.0
111, -195.14010453893118, 22.0, 1.0
190, -363.38722706190003, 49.0, 1.0
51, -128.1636659225206, 18.0, 1.0
118, -124.50810020822985, 12.0, 1.0
106, -224.36609516983071, 25.0, 1.0
97, -123.4552537424313, 16.0, 1.0
81, -61.298529802171274, 5.0, 1.0
109, -109.9060319563012, 13.0, 1.0
233, -158.29509943218855, 3.0, 1.0
122, -238.14266702053428, 30.0, 1.0
98, -156.95350973968067, 19.0, 1.0
76, -90.33540070812079, 7.0, 1.0
34, -41.12372568701398, 5.0, 1.0
58, -106.59154440413363, 2.0, 1.0
460, -402.33712268457475, 22.0, 1.0
249, -298.05993353528936, 25.0, 1.0
83, -97.97577397782561, 13.0, 1.0
78, -30.471860801613325, 0.0, 1.0
46, -18.55201920530306, 1.0, 1.0
161, -180.81814384012728, 24.0, 1.0
75, -81.78538983251804, 10.0, 1.0
83, -76.3964736748236, 3.0, 1.0
58, -53.441116881738886, 3.0, 1.0
91, -113.37607865780251, 12.0, 1.0
28, -19.99770243499492, 0.0, 1.0
81, -140.76576966552625, 17.0, 1.0
187, -287.0845932972416, 21.0, 1.0
419, -374.80700180120266, 23.0, 1.0
63, -71.2925446292508, 7.0, 1.0
76, -100.46809861393294, 13.0, 1.0
203, -276.72319148081976, 29.0, 1.0
207, -237.54569330538936, 29.0, 1.0
65, -36.106717078766394, 1.0, 1.0
43, -20.02920385776093, 0.0, 1.0
182, -281.0246654997623, 37.0, 1.0
38, -51.31417658160291, 6.0, 1.0
244, -245.10922209525475, 20.0, 1.0
126, -253.668455470244, 27.0, 1.0
143, -136.75781573573005, 10.0, 1.0
38, -68.04757783029716, 9.0, 1.0
69, -75.66943539058526, 4.0, 1.0
43, -20.514555480301915, 0.0, 1.0
188, -207.7955171406877, 21.0, 1.0
128, -83.85269953769736, 2.0, 1.0
254, -253.04799204273144, 16.0, 1.0
68, -156.1947550200477, 22.0, 1.0
153, -128.56678650258507, 5.0, 1.0
99, -96.15982652855071, 5.0, 1.0
85, -146.5316849815217, 18.0, 1.0
86, -92.69673901475417, 10.0, 1.0
84, -74.8019720463511, 6.0, 1.0
206, -194.25924468345298, 23.0, 1.0
38, -28.26857729444991, 2.0, 1.0
42, -85.69127399202097, 9.0, 1.0
89, -74.90553335927393, 5.0, 1.0
204, -116.48683098588072, 5.0, 1.0
121, -308.12406606128906, 43.0, 1.0
39, -32.334156062967395, 2.0, 1.0
325, -537.7154299112583, 60.0, 1.0
437, -513.0458952457441, 40.0, 1.0
170, -193.84028834159085, 20.0, 1.0
98, -83.17043396231799, 6.0, 1.0
77, -72.4754533681022, 6.0, 1.0
55, -72.54081687150538, 8.0, 1.0
44, -68.68990773828727, 9.0, 1.0
70, -48.52066801623403, 1.0, 1.0
91, -78.6738214840869, 7.0, 1.0
74, -128.75945661706092, 15.0, 1.0
83, -68.07414670021643, 4.0, 1.0
65, -132.02227878032863, 17.0, 1.0
82, -185.01762564463496, 28.0, 1.0
123, -266.9929594535399, 32.0, 1.0
100, -120.76506638718314, 12.0, 1.0
108, -182.73491425711993, 26.0, 1.0
63, -61.39180653610014, 2.0, 1.0
121, -185.10833047691253, 22.0, 1.0
48, -89.63008733052466, 8.0, 1.0
43, -19.557972669041856, 0.0, 1.0
166, -299.2246745689579, 36.0, 1.0
295, -365.1128224726719, 34.0, 1.0
63, -56.24958831561401, 4.0, 1.0
125, -256.4248187675663, 33.0, 1.0
348, -289.6677946863155, 16.0, 1.0
87, -139.32994333868723, 16.0, 1.0
76, -60.696689597118045, 5.0, 1.0
162, -205.59612685906006, 25.0, 1.0
60, -27.984457958513026, 0.0, 1.0
65, -37.739169952946725, 2.0, 1.0
27, -28.882957081195002, 1.0, 1.0
73, -58.57365385637891, 5.0, 1.0
37, -29.20209160742187, 3.0, 1.0
72, -38.68536155115941, 1.0, 1.0
23, -26.949236337114, 2.0, 1.0
127, -157.67937187669193, 19.0, 1.0
61, -116.45426910785291, 11.0, 1.0
74, -123.45838195054517, 16.0, 1.0
38, -49.87974710664305, 7.0, 1.0
159, -220.95628342821522, 28.0, 1.0
62, -65.38208044328083, 6.0, 1.0
112, -78.39627032416678, 5.0, 1.0
522, -438.064741505712, 31.0, 1.0
46, -114.71397479909164, 17.0, 1.0
86, -90.36953959250307, 11.0, 1.0
54, -75.42197039608419, 9.0, 1.0
80, -57.094739562021125, 5.0, 1.0
34, -42.16859983667072, 2.0, 1.0
52, -75.90392241030675, 7.0, 1.0
31, -49.84847040661214, 6.0, 1.0
177, -328.9956932604472, 47.0, 1.0
49, -36.36698034557476, 1.0, 1.0
67, -112.60944454268119, 13.0, 1.0
41, -55.33862770982769, 5.0, 1.0
43, -32.74516073976444, 2.0, 1.0
79, -88.34817094838547, 7.0, 1.0
128, -169.55315919886266, 18.0, 1.0
116, -65.37421479536894, 4.0, 1.0
237, -249.85908443384227, 24.0, 1.0
52, -136.9660174384585, 19.0, 1.0
199, -149.865207176221, 6.0, 1.0
59, -122.0288770559339, 16.0, 1.0
373, -356.89280017433765, 30.0, 1.0
53, -112.33537816443585, 6.0, 1.0
144, -115.46853346641028, 7.0, 1.0
35, -57.72931437616727, 6.0, 1.0
98, -105.5068692354892, 8.0, 1.0
63, -68.94439089783975, 6.0, 1.0
92, -69.66427467599985, 2.0, 1.0
23, -61.09719431156253, 7.0, 1.0
84, -154.06696379661523, 13.0, 1.0
88, -141.37301587799385, 17.0, 1.0
53, -44.989405081050684, 3.0, 1.0
82, -82.94675988702099, 7.0, 1.0
32, -65.96902851703248, 9.0, 1.0
62, -87.93053523580731, 9.0, 1.0
21, -16.345540094813774, 1.0, 1.0
159, -200.4689371152332, 21.0, 1.0
71, -89.96986482882002, 7.0, 1.0
67, -142.53784872488387, 13.0, 1.0
17, -45.60161465376321, 6.0, 1.0
83, -87.35647413251084, 7.0, 1.0
200, -318.27897671831755, 36.0, 1.0
86, -129.16040733356456, 14.0, 1.0
105, -213.90945618812898, 28.0, 1.0
84, -90.898560598284, 8.0, 1.0
32, -39.78095029914296, 2.0, 1.0
121, -89.34433266755586, 5.0, 1.0
82, -102.6578488706754, 9.0, 1.0
223, -226.29459684509834, 19.0, 1.0
146, -98.07125927326138, 11.0, 1.0
37, -59.15483687652078, 4.0, 1.0
51, -70.7114980105611, 10.0, 1.0
149, -150.6349406635379, 15.0, 1.0
64, -54.9167496686898, 4.0, 1.0
73, -146.2956272132965, 19.0, 1.0
182, -184.0205066840042, 19.0, 1.0
75, -109.0171909651173, 8.0, 1.0
42, -54.68600904867486, 6.0, 1.0
183, -259.0692216336095, 22.0, 1.0
27, -31.156067297898822, 3.0, 1.0
59, -146.7371642303661, 19.0, 1.0
65, -92.84403707342308, 11.0, 1.0
77, -72.600656035227, 8.0, 1.0
81, -66.71448977881165, 8.0, 1.0
26, -27.348152826437857, 2.0, 1.0
97, -75.4777399371707, 8.0, 1.0
51, -63.57390470979308, 5.0, 1.0
99, -103.89915559579684, 9.0, 1.0
104, -107.23123257899675, 10.0, 1.0
97, -100.5324569028418, 8.0, 1.0
89, -222.5708346684189, 25.0, 1.0
107, -101.57370840749157, 9.0, 1.0
186, -186.70018960266833, 13.0, 1.0
57, -82.23860957855237, 11.0, 1.0
111, -112.65470923927603, 10.0, 1.0
58, -46.842558357750406, 4.0, 1.0
101, -88.00887949037717, 8.0, 1.0
86, -105.06402847957816, 12.0, 1.0
33, -54.15043801386203, 7.0, 1.0
64, -34.487422563787675, 0.0, 1.0
49, -63.669057155976105, 1.0, 1.0
84, -85.9499239266206, 5.0, 1.0
97, -85.6793338046626, 7.0, 1.0
35, -59.47251264371394, 7.0, 1.0
94, -116.97133075059538, 9.0, 1.0
44, -52.397774949017496, 2.0, 1.0
38, -27.156110049186488, 3.0, 1.0
33, -54.1109644741956, 7.0, 1.0
71, -66.53780134825048, 4.0, 1.0
31, -64.68573653929245, 7.0, 1.0
38, -30.810806917318253, 2.0, 1.0
170, -92.87421110779003, 4.0, 1.0
65, -29.41736995306689, 1.0, 1.0
110, -175.6735440988617, 17.0, 1.0
56, -42.47662439285388, 3.0, 1.0
27, -55.029550185140586, 4.0, 1.0
62, -71.408769399984, 7.0, 1.0
79, -68.71003705982858, 5.0, 1.0
77, -81.42306664075426, 1.0, 1.0
72, -64.18811394298567, 5.0, 1.0
46, -31.17282625324791, 0.0, 1.0
46, -64.34659803141226, 7.0, 1.0
58, -71.35541378408765, 7.0, 1.0
45, -65.26549631184017, 7.0, 1.0
36, -20.390786347099453, 2.0, 1.0
12, -8.791759026245435, 1.0, 1.0
70, -116.84035321854341, 16.0, 1.0
120, -170.2401703200824, 16.0, 1.0
99, -185.0936931544718, 21.0, 1.0
109, -106.78197182835403, 9.0, 1.0
99, -72.86981708877467, 2.0, 1.0
95, -103.78874585865724, 11.0, 1.0
72, -32.33045721515816, 1.0, 1.0
64, -77.00949331721756, 10.0, 1.0
68, -61.52040224370352, 5.0, 1.0
48, -96.68018447639945, 8.0, 1.0
149, -176.58847317468118, 14.0, 1.0
68, -128.20737037501735, 14.0, 1.0
135, -210.92241823162988, 22.0, 1.0
45, -25.273689077771493, 0.0, 1.0
65, -80.21397164473028, 9.0, 1.0
68, -97.19965451499327, 11.0, 1.0
45, -27.49827199354619, 0.0, 1.0
39, -144.69861819997146, 22.0, 1.0
130, -122.78144103877955, 11.0, 1.0
64, -160.56975107601346, 22.0, 1.0
68, -87.84520805778948, 10.0, 1.0
10, -24.705087346349057, 4.0, 1.0
102, -156.19793653432365, 20.0, 1.0
34, -42.34577433880128, 4.0, 1.0
46, -53.247481904157766, 5.0, 1.0
59, -53.212480010333536, 3.0, 1.0
53, -68.28832801116926, 7.0, 1.0
84, -46.365822346040446, 3.0, 1.0
97, -49.03093428877552, 1.0, 1.0
34, -34.90642217894395, 1.0, 1.0
8, -6.316039475257618, 1.0, 1.0
95, -103.0732448309355, 8.0, 1.0
100, -208.82064177642332, 28.0, 1.0
159, -250.81550618617453, 35.0, 1.0
30, -41.93458749933768, 0.0, 1.0
28, -35.46039782915616, 2.0, 1.0
27, -23.62897186903186, 3.0, 1.0
55, -56.590202091900956, 4.0, 1.0
55, -112.09191050853019, 15.0, 1.0
43, -41.10660984766542, 3.0, 1.0
134, -117.41546931365608, 13.0, 1.0
81, -133.8565041351668, 20.0, 1.0
43, -34.26285447952893, 3.0, 1.0
61, -87.0808527293899, 12.0, 1.0
47, -20.11358102500094, 0.0, 1.0
49, -69.1773748137268, 8.0, 1.0
33, -38.3775468693218, 4.0, 1.0
54, -92.91126093168926, 10.0, 1.0
48, -76.94688121806024, 10.0, 1.0
118, -193.6624836545643, 22.0, 1.0
29, -34.355060309284596, 4.0, 1.0
24, -48.96225643186084, 5.0, 1.0
44, -117.28746806155706, 18.0, 1.0
79, -109.9239726682816, 4.0, 1.0
47, -49.22928879300536, 3.0, 1.0
67, -130.3791352005895, 16.0, 1.0
49, -58.97087342795809, 7.0, 1.0
16, -27.398759496069058, 4.0, 1.0
118, -147.62444435623252, 6.0, 1.0
123, -225.8979782148359, 22.0, 1.0
118, -149.33419890153385, 16.0, 1.0
61, -42.799370715946516, 0.0, 1.0
31, -59.15777653704915, 5.0, 1.0
100, -149.4627732711304, 19.0, 1.0
20, -28.96378817944837, 3.0, 1.0
50, -70.8166680092283, 9.0, 1.0
90, -149.34904688033137, 14.0, 1.0
55, -164.62162076582143, 25.0, 1.0
86, -43.74325645694957, 1.0, 1.0
47, -65.81462088953923, 8.0, 1.0
33, -33.6279073034795, 2.0, 1.0
34, -48.207673665793244, 5.0, 1.0
32, -35.56237861190005, 3.0, 1.0
76, -119.50406503669508, 11.0, 1.0
37, -42.16917430435601, 3.0, 1.0
56, -62.99788799408112, 4.0, 1.0
24, -25.537275997683015, 1.0, 1.0
6, -0.9089779307973626, 0.0, 1.0
47, -101.78641360994038, 13.0, 1.0
52, -31.639286293392793, 0.0, 1.0
83, -73.71429459210873, 6.0, 1.0
33, -86.62870142620932, 13.0, 1.0
48, -54.65879170133837, 3.0, 1.0
84, -167.81367127463818, 23.0, 1.0
51, -64.91550549228438, 7.0, 1.0
37, -40.16027121227353, 3.0, 1.0
53, -26.63829639243454, 1.0, 1.0
44, -64.43170364836031, 7.0, 1.0
19, -23.491944189698554, 3.0, 1.0
40, -99.12900771336494, 13.0, 1.0
47, -49.949113878723125, 5.0, 1.0
47, -33.789204519402894, 2.0, 1.0
120, -152.76472523151034, 19.0, 1.0
16, -9.104457999924284, 0.0, 1.0
25, -17.444905901137624, 0.0, 1.0
46, -43.44102684560234, 0.0, 1.0
40, -39.717941990174005, 3.0, 1.0
49, -83.06120035285949, 10.0, 1.0
109, -267.6379692408493, 38.0, 1.0
111, -125.54120689500648, 11.0, 1.0
81, -140.71388557010835, 19.0, 1.0
98, -121.84086058608929, 16.0, 1.0
130, -180.2192578196114, 26.0, 1.0
81, -57.154921679426074, 5.0, 1.0
56, -45.34595813909581, 4.0, 1.0
45, -43.8883135341396, 5.0, 1.0
18, -24.115289036954614, 3.0, 1.0
78, -120.06297853553465, 14.0, 1.0
33, -28.058529103937296, 2.0, 1.0
53, -21.595897934832948, 0.0, 1.0
81, -137.623251719046, 17.0, 1.0
60, -62.31028804565563, 5.0, 1.0
21, -19.546641572613186, 1.0, 1.0
28, -19.4211947003293, 0.0, 1.0
25, -48.8936957945083, 6.0, 1.0
62, -58.81831152376835, 6.0, 1.0
41, -68.54689196608574, 8.0, 1.0
47, -143.4885720140936, 22.0, 1.0
32, -47.61723227610027, 5.0, 1.0
55, -29.211302392435794, 1.0, 1.0
152, -148.29707450825654, 15.0, 1.0
113, -77.14916325491983, 3.0, 1.0
15, -14.797173164329546, 1.0, 1.0
48, -54.92259879981377, 5.0, 1.0
38, -23.64203615118012, 1.0, 1.0
78, -103.7819478302263, 11.0, 1.0
66, -123.48523987860933, 16.0, 1.0
44, -64.13675382531252, 9.0, 1.0
34, -21.625769907775794, 0.0, 1.0
124, -175.8072316946939, 21.0, 1.0
89, -78.61217968297902, 5.0, 1.0
36, -34.552323383621406, 2.0, 1.0
68, -87.77618332133453, 8.0, 1.0
103, -106.45787263485661, 9.0, 1.0
62, -67.8653511351235, 6.0, 1.0
45, -66.32207734079412, 9.0, 1.0
23, -49.44729768442422, 7.0, 1.0
87, -101.47531992924753, 9.0, 1.0
36, -84.07406483191879, 10.0, 1.0
107, -129.11203608551654, 12.0, 1.0
55, -19.71175917884082, 0.0, 1.0
117, -223.1313136091209, 33.0, 1.0
115, -56.78973705008254, 0.0, 1.0
87, -180.1467486077835, 26.0, 1.0
33, -23.869966214182284, 0.0, 1.0
91, -148.68725650335696, 22.0, 1.0
26, -33.310501021437915, 4.0, 1.0
33, -82.42054832445908, 9.0, 1.0
82, -118.22909920109132, 10.0, 1.0
101, -95.40891089344794, 9.0, 1.0
51, -53.29028334347245, 2.0, 1.0
38, -15.70781775048886, 0.0, 1.0
47, -58.414967045605714, 7.0, 1.0
91, -147.01303529300154, 19.0, 1.0
135, -104.4721425191971, 8.0, 1.0
68, -102.74964862194513, 11.0, 1.0
48, -50.893314967109866, 4.0, 1.0
25, -49.39265205243972, 7.0, 1.0
76, -98.46262290341878, 3.0, 1.0
52, -60.82850682295218, 7.0, 1.0
55, -82.04012608534086, 9.0, 1.0
42, -39.41495094174487, 2.0, 1.0
49, -60.21162347743112, 6.0, 1.0
18, -14.543070479026794, 0.0, 1.0
29, -105.40338753056913, 14.0, 1.0
36, -64.66089254209207, 9.0, 1.0
65, -201.77082423307607, 28.0, 1.0
41, -67.96699681387527, 9.0, 1.0
49, -26.99986073405261, 1.0, 1.0
74, -156.90186295120287, 20.0, 1.0
52, -28.53476800638101, 0.0, 1.0
98, -118.88986587006934, 3.0, 1.0
173, -212.35782050726124, 25.0, 1.0
75, -180.77409501516215, 24.0, 1.0
97, -122.07612694360283, 9.0, 1.0
63, -59.31085781658496, 8.0, 1.0
35, -41.4963187028818, 4.0, 1.0
176, -157.21177938001333, 14.0, 1.0
40, -82.08541083584858, 10.0, 1.0
60, -84.71608148045797, 5.0, 1.0
74, -79.62970886256099, 9.0, 1.0
56, -80.23355511754143, 7.0, 1.0
57, -100.9754492773976, 12.0, 1.0
44, -18.76537922712067, 0.0, 1.0
138, -240.7044990850261, 33.0, 1.0
65, -208.3267562339594, 30.0, 1.0
83, -177.30775949202902, 26.0, 1.0
37, -15.816492453034252, 1.0, 1.0
39, -42.92652830699352, 3.0, 1.0
77, -155.2992910136878, 20.0, 1.0
30, -20.43832020404399, 0.0, 1.0
59, -101.25241853903049, 13.0, 1.0
40, -74.9533973284862, 10.0, 1.0
47, -42.26727504372839, 3.0, 1.0
52, -91.91072258165579, 13.0, 1.0
55, -76.91010797443182, 10.0, 1.0
48, -82.61959270866825, 10.0, 1.0
98, -94.89987209705522, 7.0, 1.0
56, -28.028961168375155, 2.0, 1.0
51, -57.43986261717144, 6.0, 1.0
31, -49.21872507176232, 6.0, 1.0
53, -75.10244437024471, 9.0, 1.0
86, -87.17674601306065, 4.0, 1.0
54, -82.20725437109385, 7.0, 1.0
38, -49.54121871106916, 6.0, 1.0
62, -136.89005452487336, 13.0, 1.0
46, -48.925328963296856, 4.0, 1.0
17, -47.61936846901663, 7.0, 1.0
24, -21.110799392209962, 2.0, 1.0
37, -44.014556919405024, 3.0, 1.0
69, -33.41628857742677, 1.0, 1.0
78, -75.26986256864117, 7.0, 1.0
91, -117.4610408194872, 8.0, 1.0
20, -4.66562871905549, 0.0, 1.0
20, -28.9060737829675, 4.0, 1.0
29, -33.00762929035012, 3.0, 1.0
54, -23.41758206465923, 2.0, 1.0
6, -18.57679803052869, 3.0, 1.0
67, -46.85045090523751, 4.0, 1.0
36, -22.76905503619937, 2.0, 1.0
92, -140.47436705069367, 15.0, 1.0
63, -106.726306969745, 12.0, 1.0
29, -35.62483106000269, 5.0, 1.0
32, -47.43008395488533, 7.0, 1.0
48, -66.53296083728156, 5.0, 1.0
54, -146.93616399183028, 15.0, 1.0
94, -87.04716898807551, 1.0, 1.0
54, -99.14240814260721, 12.0, 1.0
62, -190.96778953099192, 29.0, 1.0
69, -67.38002435370072, 8.0, 1.0
58, -100.5262361757281, 12.0, 1.0
91, -117.61277191037028, 11.0, 1.0
47, -126.7281485180872, 15.0, 1.0
33, -15.917370614633356, 1.0, 1.0
55, -81.87521536158704, 5.0, 1.0
79, -98.46247204551688, 9.0, 1.0
49, -122.40342759212957, 19.0, 1.0
84, -61.799619127234365, 3.0, 1.0
30, -74.73042234763201, 11.0, 1.0
79, -56.92897730161874, 1.0, 1.0
62, -82.7781466848989, 9.0, 1.0
74, -99.27473399698376, 8.0, 1.0
23, -22.266242401783536, 2.0, 1.0
50, -95.62759750862841, 13.0, 1.0
56, -90.6309092028233, 11.0, 1.0
64, -94.42575344027286, 12.0, 1.0
46, -60.87627712317483, 7.0, 1.0
70, -50.82272578331161, 2.0, 1.0
290, -423.6485997593074, 58.0, 1.0
56, -62.34114698647876, 5.0, 1.0
78, -80.86171064419675, 3.0, 1.0
34, -28.60125017629978, 3.0, 1.0
58, -124.89994199388622, 15.0, 1.0
