episode, total_reward, respect, done
episode, total_reward, respect, done
episode, total_reward, respect, done
39, -80.2484439798243, 10.0, 1.0
38, -78.33092162227246, 9.0, 1.0
58, -52.28255493871886, 4.0, 1.0
57, -125.04912899653195, 17.0, 1.0
70, -116.43051646313062, 14.0, 1.0
36, -57.782738689820405, 6.0, 1.0
32, -33.368747451303726, 3.0, 1.0
88, -131.2442579235217, 16.0, 1.0
56, -47.79721929738788, 6.0, 1.0
13, -27.699085456853734, 4.0, 1.0
78, -76.09067327882728, 8.0, 1.0
135, -135.88766020624846, 7.0, 1.0
197, -224.6405386554847, 21.0, 1.0
68, -56.116115583537024, 6.0, 1.0
133, -77.97653828693912, 0.0, 1.0
55, -149.85982269552943, 22.0, 1.0
36, -108.15072723044845, 17.0, 1.0
37, -62.80066070443673, 7.0, 1.0
64, -120.38452269291686, 15.0, 1.0
36, -97.316622221725, 12.0, 1.0
55, -121.78023705522692, 17.0, 1.0
81, -67.35513961986729, 5.0, 1.0
127, -96.34276634917524, 2.0, 1.0
44, -48.9466824030545, 4.0, 1.0
94, -161.92872902168583, 22.0, 1.0
49, -49.717620352821115, 3.0, 1.0
28, -31.97498976909468, 1.0, 1.0
59, -68.04354599667519, 9.0, 1.0
76, -145.08259041413396, 18.0, 1.0
59, -156.5587014818405, 22.0, 1.0
54, -54.672999540262644, 4.0, 1.0
28, -29.59207003901723, 4.0, 1.0
43, -101.6040862571225, 14.0, 1.0
48, -75.7429789988202, 10.0, 1.0
32, -47.376345039335185, 4.0, 1.0
138, -250.79007278368024, 33.0, 1.0
34, -33.62085878388246, 3.0, 1.0
32, -48.00769580598266, 5.0, 1.0
37, -34.62135905536478, 3.0, 1.0
63, -139.06953311930735, 15.0, 1.0
31, -28.944906472797307, 4.0, 1.0
48, -82.69873612837063, 9.0, 1.0
35, -36.29139331339951, 3.0, 1.0
67, -39.70655522332525, 2.0, 1.0
20, -18.47620969443342, 0.0, 1.0
48, -52.56737278479271, 5.0, 1.0
24, -35.15112728741593, 5.0, 1.0
59, -121.23129869274013, 17.0, 1.0
38, -37.80558812966462, 3.0, 1.0
58, -118.61084418953612, 15.0, 1.0
30, -44.82329079530882, 6.0, 1.0
51, -73.23474873995701, 10.0, 1.0
71, -160.98470635030753, 23.0, 1.0
28, -68.0077322566217, 10.0, 1.0
64, -130.89500178999734, 19.0, 1.0
27, -37.56405944860979, 4.0, 1.0
61, -91.46271977378771, 11.0, 1.0
43, -64.7841138212792, 9.0, 1.0
66, -162.1634755515901, 23.0, 1.0
45, -48.506607778818655, 4.0, 1.0
74, -108.04106288240922, 14.0, 1.0
40, -64.79950090374749, 5.0, 1.0
37, -16.304035886254297, 0.0, 1.0
45, -46.29317988327763, 0.0, 1.0
21, -13.915449378830122, 0.0, 1.0
48, -85.8560319922771, 10.0, 1.0
96, -153.7625362718197, 21.0, 1.0
9, -19.467552405750556, 3.0, 1.0
36, -57.8077337314746, 3.0, 1.0
51, -135.37922255196668, 14.0, 1.0
52, -92.41061633707186, 13.0, 1.0
44, -68.3319836969785, 8.0, 1.0
44, -70.72701333598637, 1.0, 1.0
23, -39.57597478627744, 4.0, 1.0
307, -287.3036268937948, 21.0, 1.0
20, -41.99283413424274, 5.0, 1.0
79, -105.12037797678364, 12.0, 1.0
111, -59.10572759887508, 3.0, 1.0
37, -47.83680432926054, 5.0, 1.0
44, -71.5137923509304, 10.0, 1.0
21, -15.04391880603941, 0.0, 1.0
11, -7.809810834759464, 1.0, 1.0
38, -104.55636298173309, 15.0, 1.0
79, -106.06208170596425, 12.0, 1.0
33, -54.35908132857284, 6.0, 1.0
156, -158.13701815256695, 19.0, 1.0
35, -40.039021379938355, 3.0, 1.0
29, -83.10976138529858, 13.0, 1.0
61, -173.8233138954058, 25.0, 1.0
32, -36.05848291480912, 1.0, 1.0
88, -99.42861296581643, 13.0, 1.0
128, -368.9514378178291, 57.0, 1.0
107, -73.45939694431895, 1.0, 1.0
56, -128.43085088759463, 18.0, 1.0
41, -45.33637719686907, 4.0, 1.0
36, -46.734633631082374, 5.0, 1.0
23, -9.469253912148718, 0.0, 1.0
39, -55.132366701698075, 7.0, 1.0
34, -34.31989082363622, 4.0, 1.0
50, -41.724079273178006, 4.0, 1.0
24, -56.214738800278376, 7.0, 1.0
37, -50.180834150146374, 5.0, 1.0
230, -190.47835397480688, 6.0, 1.0
77, -135.04028180289203, 20.0, 1.0
26, -25.425479959072824, 3.0, 1.0
122, -104.88005353996213, 3.0, 1.0
40, -45.58751214140957, 4.0, 1.0
20, -33.61784341784947, 5.0, 1.0
85, -112.690615467722, 14.0, 1.0
42, -59.05917207874333, 6.0, 1.0
26, -28.77155011763294, 2.0, 1.0
23, -24.610454860362115, 3.0, 1.0
64, -54.66556800645359, 6.0, 1.0
147, -205.7885877168781, 17.0, 1.0
55, -42.28032780938098, 3.0, 1.0
16, -20.185704364782417, 2.0, 1.0
46, -68.24797714367101, 9.0, 1.0
73, -92.14761474259588, 10.0, 1.0
28, -61.915828331691735, 8.0, 1.0
43, -106.63011859089134, 14.0, 1.0
44, -45.33894517037478, 4.0, 1.0
73, -106.70111190153199, 11.0, 1.0
47, -46.65273794003409, 1.0, 1.0
79, -69.63851368426108, 8.0, 1.0
21, -16.67568219575137, 2.0, 1.0
13, -5.009370519688323, 0.0, 1.0
40, -41.45294166494702, 3.0, 1.0
84, -94.55164603897953, 13.0, 1.0
25, -38.13909675108155, 4.0, 1.0
62, -96.65465143424268, 12.0, 1.0
34, -7.498035302138451, 0.0, 1.0
39, -73.23189968892932, 9.0, 1.0
116, -155.27230116023648, 20.0, 1.0
48, -91.59367422964739, 12.0, 1.0
23, -47.482651364942775, 6.0, 1.0
73, -70.90559169101017, 6.0, 1.0
63, -126.54226243544342, 18.0, 1.0
82, -94.96174816910651, 13.0, 1.0
49, -43.306813045181556, 3.0, 1.0
69, -62.53062438933449, 5.0, 1.0
65, -83.28495210806717, 7.0, 1.0
45, -28.853991266010656, 0.0, 1.0
59, -69.4372973349996, 7.0, 1.0
247, -214.79684202422786, 9.0, 1.0
36, -51.58754904698756, 4.0, 1.0
53, -32.55636059156893, 3.0, 1.0
12, -14.344760455418605, 2.0, 1.0
49, -107.9126920529592, 10.0, 1.0
180, -143.0237314241484, 3.0, 1.0
169, -197.63633964996575, 20.0, 1.0
23, -14.558876456467953, 0.0, 1.0
22, -30.385813500957465, 3.0, 1.0
57, -90.56308430304483, 9.0, 1.0
43, -70.19115731670175, 10.0, 1.0
46, -76.11692480416005, 8.0, 1.0
75, -232.44087676763286, 34.0, 1.0
52, -62.641876880250976, 8.0, 1.0
26, -32.11235871406234, 3.0, 1.0
50, -45.42473062619657, 4.0, 1.0
43, -99.82115697922677, 13.0, 1.0
39, -63.84374721951377, 6.0, 1.0
64, -47.20399570887875, 4.0, 1.0
71, -184.19593355692783, 27.0, 1.0
75, -123.71114187344416, 17.0, 1.0
101, -190.95338099202544, 24.0, 1.0
40, -62.99660539602881, 6.0, 1.0
61, -119.25207444831638, 15.0, 1.0
158, -227.07868470869067, 25.0, 1.0
64, -42.19077090218609, 2.0, 1.0
46, -91.9442663260254, 12.0, 1.0
22, -38.93209300544928, 4.0, 1.0
30, -45.99846385548083, 3.0, 1.0
118, -116.34049248249588, 9.0, 1.0
25, -33.89597210884511, 4.0, 1.0
125, -186.1847439766335, 25.0, 1.0
25, -53.52610932048613, 7.0, 1.0
28, -30.2115272745053, 3.0, 1.0
43, -70.23422584516261, 8.0, 1.0
60, -60.30645552617273, 6.0, 1.0
38, -34.17942743542881, 2.0, 1.0
56, -79.63049404181557, 9.0, 1.0
50, -77.78256325551762, 7.0, 1.0
54, -88.7065363121871, 12.0, 1.0
69, -50.13239509729858, 2.0, 1.0
55, -46.78828075939605, 2.0, 1.0
41, -15.89269313348279, 0.0, 1.0
38, -77.45683482123037, 10.0, 1.0
64, -54.94803009458736, 4.0, 1.0
35, -56.18780177128243, 6.0, 1.0
69, -116.88987391697286, 11.0, 1.0
53, -69.05018099232203, 8.0, 1.0
68, -230.71797891027796, 32.0, 1.0
66, -56.73861502160112, 4.0, 1.0
43, -55.435237013192115, 7.0, 1.0
19, -27.114357309777454, 3.0, 1.0
79, -113.86103219393001, 16.0, 1.0
39, -78.99726624910905, 11.0, 1.0
77, -90.08472135895539, 10.0, 1.0
63, -120.50323248541481, 13.0, 1.0
50, -84.77538079065212, 10.0, 1.0
36, -41.829953780322704, 4.0, 1.0
55, -42.99424409380579, 4.0, 1.0
35, -76.20855859600825, 11.0, 1.0
37, -79.80803247271858, 11.0, 1.0
76, -108.32794798019866, 15.0, 1.0
106, -244.57173873780062, 37.0, 1.0
35, -39.567761005421225, 4.0, 1.0
26, -15.074463352028555, 0.0, 1.0
38, -97.63528879642213, 14.0, 1.0
215, -186.76098522215676, 15.0, 1.0
35, -61.5940964800707, 7.0, 1.0
76, -175.74847758613106, 25.0, 1.0
70, -105.0622525080171, 10.0, 1.0
103, -279.4716009186746, 39.0, 1.0
28, -18.874017526763385, 2.0, 1.0
31, -58.4143876211331, 5.0, 1.0
34, -72.30227835719796, 7.0, 1.0
34, -68.39783590760902, 8.0, 1.0
25, -34.21471751380868, 3.0, 1.0
101, -143.975061214133, 19.0, 1.0
67, -77.43419611054269, 9.0, 1.0
59, -118.67567086801608, 16.0, 1.0
89, -153.83303615098254, 19.0, 1.0
19, -4.187841349975677, 0.0, 1.0
22, -51.12662818472417, 8.0, 1.0
33, -21.79395003171505, 1.0, 1.0
35, -43.99768944429397, 6.0, 1.0
9, -0.9329256716658769, 0.0, 1.0
71, -81.62758293971805, 10.0, 1.0
59, -123.62680863231513, 17.0, 1.0
61, -50.911722219094784, 4.0, 1.0
26, -29.309056874242785, 3.0, 1.0
29, -37.34956319767993, 5.0, 1.0
50, -92.28690799985752, 14.0, 1.0
52, -39.91692917641545, 3.0, 1.0
74, -162.4055553461848, 21.0, 1.0
54, -84.3543788537277, 10.0, 1.0
73, -123.5413362676093, 16.0, 1.0
38, -48.36759467857926, 6.0, 1.0
41, -60.838771484634385, 8.0, 1.0
47, -80.81703846730348, 10.0, 1.0
117, -260.5129812644847, 33.0, 1.0
38, -54.97923387021469, 6.0, 1.0
34, -97.2620821404106, 15.0, 1.0
42, -49.41785968419443, 3.0, 1.0
21, -8.08679886323321, 0.0, 1.0
17, -44.3143519065495, 7.0, 1.0
59, -103.53780501586967, 12.0, 1.0
72, -103.42644442635451, 14.0, 1.0
101, -113.28263311606469, 11.0, 1.0
33, -52.0179623768379, 6.0, 1.0
32, -44.05215527160806, 3.0, 1.0
40, -58.8589906452711, 7.0, 1.0
44, -38.1635337828915, 4.0, 1.0
28, -57.077871003420995, 8.0, 1.0
