episode, total_reward, respect, done
0, 0.0, 0.0, 0.0
100, -102.5336530282434, 0.0, 0.0
100, -98.29845602684146, 1.0, 0.0
100, -117.80572286223838, 0.0, 0.0
100, -93.12800220841692, 0.0, 0.0
100, -121.9609242904016, 0.0, 0.0
100, -127.37616684322381, 0.0, 0.0
107, -115.35070822122162, 0.0, 0.0
0, 0.0, 0.0, 0.0
100, -222.62782051694018, 25.0, 0.0
100, -116.4041436547024, 3.0, 0.0
100, -104.53843810703424, 0.0, 0.0
100, -181.2383240779017, 0.0, 0.0
100, -91.31913893562876, 0.0, 0.0
100, -122.94891966151401, 12.0, 0.0
100, -156.25792458340564, 0.0, 0.0
100, -134.36679079505168, 0.0, 0.0
100, -158.2857201593076, 0.0, 0.0
100, -78.06633392039417, 6.0, 0.0
100, -118.54584580329748, 0.0, 0.0
100, -112.75346800006982, 0.0, 0.0
100, -96.25776622029804, 0.0, 0.0
100, -94.21116309140142, 0.0, 0.0
100, -113.89200426668886, 0.0, 0.0
100, -139.0820134655834, 0.0, 0.0
100, -73.88351062534777, 0.0, 0.0
100, -99.49731894530834, 2.0, 0.0
100, -93.9586213755258, 0.0, 0.0
100, -176.37502680665546, 0.0, 0.0
100, -157.35891441065638, 0.0, 0.0
100, -120.85516050227925, 0.0, 0.0
100, -82.15396657082223, 0.0, 0.0
100, -99.43165414585508, 0.0, 0.0
100, -158.8344415236262, 0.0, 0.0
100, -121.8127207674003, 0.0, 0.0
100, -114.42677337965567, 0.0, 0.0
100, -71.92512022845895, 0.0, 0.0
100, -114.61908832411444, 0.0, 0.0
100, -192.20998096617842, 0.0, 0.0
100, -97.18073859795386, 0.0, 0.0
100, -98.64161602371817, 0.0, 0.0
100, -157.84480440050504, 0.0, 0.0
100, -145.46050542006907, 0.0, 0.0
100, -74.81977745153367, 0.0, 0.0
100, -166.40735097743686, 0.0, 0.0
100, -81.40986064721365, 2.0, 0.0
100, -155.10867681421928, 0.0, 0.0
100, -86.28655162002194, 0.0, 0.0
100, -113.47058063756417, 2.0, 0.0
